dataset,algorithm,batch_size,JPI_normalized,delay_normalized
airlines,OzaBag,100,0.0057728009660832375,0.00024295432458697764
GMSC,AdaptiveRandomForest,100,0.0025865682631380574,0.00011393720049596193
GMSC,AdaptiveRandomForest,100,0.0037808722925319347,0.00015247478301665495
GMSC,AdaptiveRandomForest,100,0.015168459096274192,0.0005797392848765122
GMSC,LBag,100,0.002043107307266347,9.550618276867398e-05
GMSC,LBag,100,0.002903806252924328,0.00012566602995878155
GMSC,LBag,100,0.012436495801247241,0.0004909352903723066
GMSC,StreamingRandomPatches,100,0.004692822861136796,0.00021782111859522133
GMSC,StreamingRandomPatches,100,0.006694255788503176,0.0002898696424382561
GMSC,StreamingRandomPatches,100,0.027998946792191896,0.0011293187225629169
GMSC,OzaBagAdwin,100,0.0011401277407735442,4.859086491739553e-05
GMSC,OzaBagAdwin,100,0.0016117192037055866,6.367078851244931e-05
GMSC,OzaBagAdwin,100,0.006180583446978865,0.0002228477597935726
GMSC,OzaBagASHT,100,0.0007116313486750682,3.015984719010757e-05
GMSC,OzaBagASHT,100,0.0009015994440738404,3.686203545457592e-05
GMSC,OzaBagASHT,100,0.0036081656517496447,0.00012566602995878155
GMSC,OzaBag,100,0.0007646130814147707,3.1835394256224655e-05
GMSC,OzaBag,100,0.0009573953808002948,3.8537582520693005e-05
GMSC,OzaBag,100,0.0035967264414985063,8.377735330585436e-05
elecNormNew,AdaptiveRandomForest,100,0.005519314125275845,0.0002530076069836802
elecNormNew,AdaptiveRandomForest,100,0.00716496766959159,0.0003183539425622466
elecNormNew,AdaptiveRandomForest,100,0.029924843991209045,0.001187962869877015
elecNormNew,LBag,100,0.0038041389749282253,0.00014912368888442076
elecNormNew,LBag,100,0.004760755002760766,0.00020441674206628463
elecNormNew,LBag,100,0.018813670274229945,0.0007389162561576355
elecNormNew,StreamingRandomPatches,100,0.009059114578282488,0.00038872691933916425
elecNormNew,StreamingRandomPatches,100,0.01261589737877327,0.0005780637378103951
elecNormNew,StreamingRandomPatches,100,0.05373481696782573,0.00193860795549747
elecNormNew,OzaBagAdwin,100,0.0019066683107614017,7.204852384303474e-05
elecNormNew,OzaBagAdwin,100,0.0024741636813581103,0.00010388391809925941
elecNormNew,OzaBagAdwin,100,0.009515372248049039,0.0003669448074796421
elecNormNew,OzaBagASHT,100,0.001358919404832685,4.5239770785161356e-05
elecNormNew,OzaBagASHT,100,0.0017770042706133147,6.869742971080058e-05
elecNormNew,OzaBagASHT,100,0.006027138702899216,0.00021614557152910426
elecNormNew,OzaBag,100,0.0013337348582825909,4.5239770785161356e-05
elecNormNew,OzaBag,100,0.0017577439096856716,6.031969438021514e-05
