dataset,algorithm,ensemble_size,cores,batch_size,rate,instances,time,acc,prec,recall,change
GMSC,OzaBag,25,1,1,1,150000.0,66.302001953125,93.446,78.88636944103557,52.11140840493101,0
GMSC,OzaBagAdwin,25,1,1,1,150000.0,87.60399627685547,93.446,78.88636944103557,52.11140840493101,0.0
GMSC,LBagExecutorRUNPER,25,4,1,1,150000.0,165.84500122070312,93.542,76.36127805321364,55.40372369060213,4.0
GMSC,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,150000.0,448.135009765625,93.53266666666667,79.94319653118681,53.19492629207354,0
covtypeNorm,StreamingRandomPatches,25,1,1,1,8280.0,121.74099731445312,82.81400966183575,82.92400446835593,82.00330780736597,0
GMSC,OzaBagExecutorRUNPER,25,4,1,1,150000.0,81.14600372314453,93.5,76.8641962933262,53.959863384733744,0
elecNormNew,OzaBag,25,1,1,1,45312.0,27.15999984741211,82.76174081920904,82.46197216774107,82.12315452938023,0
GMSC,OzaBagAdwinExecutorRUNPER,25,4,1,1,150000.0,85.51300048828125,93.47999999999999,77.54057803871719,53.1620769410737,0
airlines,OzaBagAdwin,25,1,1,1,21570.0,126.56500244140625,64.2512749188688,62.70707770159758,61.50742030945311,55.0
airlines,OzaBag,25,1,1,1,21260.0,127.04000091552734,63.54186265286924,61.9733851299731,60.66231043576716,0
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,1,243500.0,1063.9649658203125,67.2817248459959,64.27706765192201,61.40780482160657,0
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,1,95800.0,220.5279998779297,86.10960334029227,71.86388864599984,74.38913978637758,0
airlines,OzaBagASHT,25,1,1,1,23190.0,127.1259994506836,64.97628288055196,63.17965197071225,61.59368534464629,0
elecNormNew,StreamingRandomPatches,25,1,1,1,20820.0,122.09600067138672,91.47934678194044,91.52557640874845,91.14065854932116,0
covtypeNorm,OzaBagASHT,25,1,1,1,30330.0,120.48999786376953,73.22782723376196,67.77255632205917,70.7388736754412,0
covtypeNorm,LeveragingBag,25,1,1,1,18290.0,121.16300201416016,77.23892837616184,77.435307307531,77.32158277053502,177.0
airlines,StreamingRandomPatches,25,1,1,1,8460.0,124.37300109863281,65.59101654846336,64.12276225842666,60.495482077251516,0
airlines,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,153190.0,987.4010009765625,69.77478947711991,65.95559180250194,61.12732349871875,0
airlines,AdaptiveRandomForestExecutorRUNPER,25,4,1,1,205950.0,1316.97998046875,67.58873512988589,63.73987661422842,61.854311333260355,0
