dataset,algorithm,ensemble_size,cores,batch_size,rate,instances,time,acc,prec,recall,change
elecNormNew,LBagExecutorRUNPER,25,4,1,1,45312.0,121.6510009765625,89.92761299435028,89.9378777992823,89.38888370829405,290.0
airlines,OzaBagASHTExecutorRUNPER,25,4,1,1,191260.0,678.916015625,68.95639443689218,64.73937051743539,61.408880385210786,0
elecNormNew,OzaBagExecutorRUNPER,25,4,1,1,45312.0,61.9630012512207,82.3049081920904,81.92766159670064,81.78756771204979,0
GMSC,OzaBag,25,1,1,1,148040.0,121.79900360107422,93.4592002161578,78.95446653526528,52.08624360528638,0
GMSC,OzaBagAdwin,25,1,1,1,109020.0,121.46399688720703,93.42689414786278,79.05609098273132,51.636929048813855,0.0
GMSC,LBagExecutorRUNPER,25,4,1,1,150000.0,309.3330078125,93.542,76.36127805321364,55.40372369060213,4.0
GMSC,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,94690.0,472.8389892578125,93.54314077516105,78.50599644498732,52.68029930803223,0
covtypeNorm,StreamingRandomPatches,25,1,1,1,4630.0,122.0250015258789,83.34773218142549,83.88784569853559,80.64293654863289,0
GMSC,OzaBagExecutorRUNPER,25,4,1,1,150000.0,156.81500244140625,93.5,76.8641962933262,53.959863384733744,0
elecNormNew,OzaBag,25,1,1,1,45312.0,51.60200119018555,82.76174081920904,82.46197216774107,82.12315452938023,0
GMSC,OzaBagAdwinExecutorRUNPER,25,4,1,1,150000.0,164.58099365234375,93.47999999999999,77.54057803871719,53.1620769410737,0
airlines,OzaBagAdwin,25,1,1,1,10920.0,123.84200286865234,63.836996336996336,63.03242917631368,60.33715262636369,55.0
airlines,OzaBag,25,1,1,1,10580.0,124.42400360107422,63.4593572778828,62.545340007465036,59.51895575416489,0
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,1,162920.0,1133.6109619140625,68.36422784188558,63.683104713151195,59.716681833349924,0
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,1,33460.0,197.81100463867188,74.19007770472206,68.01801162479008,71.2214237424383,0
airlines,OzaBagASHT,25,1,1,1,10910.0,124.4229965209961,63.97800183318056,63.37124596235346,60.27203124086593,0
elecNormNew,StreamingRandomPatches,25,1,1,1,11390.0,121.98999786376953,91.84372256365234,91.79712951945207,91.58918313851402,0
covtypeNorm,OzaBagASHT,25,1,1,1,13480.0,120.90399932861328,64.99258160237389,64.36374480974818,64.96119173590984,0
covtypeNorm,LeveragingBag,25,1,1,1,8910.0,121.375,73.96184062850729,74.24164973252422,73.56083525621474,92.0
airlines,StreamingRandomPatches,25,1,1,1,4280.0,123.62200164794922,69.39252336448598,60.434099487252524,54.84099122354156,0
airlines,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,87570.0,1016.9669799804688,69.33196300102776,65.97617518769219,61.82825842410519,0
airlines,AdaptiveRandomForestExecutorRUNPER,25,4,1,1,123430.0,1359.407958984375,67.75176213238274,63.14495328101049,61.29408505817246,0
