dataset,algorithm,ensemble_size,cores,batch_size,instances,time,acc,prec,recall,change
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,75,1,73200.0,120.12899780273438,87.25470085470086,76.8786145578903,74.19196482802273,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1,45312.0,58.680999755859375,80.19309796297115,79.97956384902623,79.20292467082893,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,1,83500.0,120.00499725341797,82.3547034152187,69.14147382106414,71.1074624113336,0
airlines,LBagExecutorMAXChunk,25,4,75,1,539383.0,2994.9560546875,63.60799394779977,63.128111797426236,62.17776332617243,7164.0
elecNormNew,OzaBagAdwinExecutorRUNPER,25,4,1,1,45312.0,39.38399887084961,86.1912959039548,86.27739107967945,85.34499267874793,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,25,1,45312.0,17.70400047302246,80.21948903658887,80.06509039105353,79.15841218484799,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,75,1,20850.0,120.0510025024414,67.36462093862816,66.40829256202197,64.9882818144961,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,75,1,45312.0,57.15399932861328,79.85498596281805,79.58149232977358,78.92296495368493,0
GMSC,OzaBagExecutorMAXChunk,25,4,100,1,150000.0,35.69599914550781,93.49099399599733,78.13970141815969,53.11441353841967,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1,70800.0,120.16500091552734,87.84452296819788,78.55359954938208,76.32736324740371,0
GMSC,AdaptiveRandomForestSequential,25,1,1,1,65480.0,122.22000122070312,93.41325595601711,74.86262728667133,53.47766894284316,0
covtypeNorm,AdaptiveRandomForestSequential,25,1,1,1,25340.0,121.39800262451172,81.75217048145225,79.55313896482687,79.15737547066227,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,1,539383.0,1013.2730102539062,67.12049883837999,67.05859953322472,65.62659040364589,0
airlines,OzaBagExecutorRUNPER,25,4,1,1,341010.0,345.6830139160156,65.76082812820738,64.69473661545244,61.62133118479303,0
covtypeNorm,LBagExecutorRUNPER,25,4,1,1,137590.0,468.6080017089844,93.26549894614435,82.8932494168003,82.10355623353949,667.0
covtypeNorm,OzaBag,25,1,1,1,34530.0,120.61299896240234,74.24847958297133,67.81065036937984,70.79869153400301,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,25,1,45312.0,24.680999755859375,80.82010289928677,80.84040926938297,79.62770931655523,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,75,1,539383.0,1018.572021484375,67.07614201903179,67.07710422886618,65.51836204853095,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,100,1,45312.0,111.56199645996094,79.88808280987348,79.8065229195577,78.72372078382803,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,100,1,150000.0,123.16699981689453,93.53235490326884,77.05150872690079,54.54039584567276,0
elecNormNew,LBagExecutorRUNPER,25,4,1,1,45312.0,65.85900115966797,89.92761299435028,89.9378777992823,89.38888370829405,290.0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,25,1,539383.0,2841.375,66.05241787458422,65.63638092157728,64.94095430288414,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,75,1,18150.0,120.2040023803711,75.76210235131397,76.86518977556302,75.34231514322501,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,25,1,150000.0,40.79999923706055,93.3988998166361,75.1,51.8,
airlines,OzaBagASHTExecutorRUNPER,25,4,1,1,323120.0,557.7360229492188,67.05063134439217,66.32132385082373,62.63377295541508,0
elecNormNew,OzaBagExecutorRUNPER,25,4,1,1,45312.0,32.6510009765625,82.3049081920904,81.92766159670064,81.78756771204979,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,1,16850.0,120.1989974975586,76.94047619047619,77.90852966058596,77.16367629769077,0
airlines,OzaBagExecutorMAXChunk,25,4,100,1,539383.0,290.29901123046875,65.01818154846343,65.85512858233272,62.66692068669752,0
GMSC,OzaBag,25,1,1,1,150000.0,66.64299774169922,93.446,78.88636944103557,52.11140840493101,0
elecNormNew,LBagExecutorMAXChunk,25,4,25,1,45312.0,41.77399826049805,83.62664782387881,83.59313666464455,82.71019602250868,1789.0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1,150000.0,41.17900085449219,93.33044348116039,73.71098452938018,50.66057320969506,0
GMSC,OzaBagAdwin,25,1,1,1,150000.0,88.71600341796875,93.446,78.88636944103557,52.11140840493101,0.0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,1,45312.0,116.1520004272461,81.20056559586408,81.17341659035624,80.08574189223717,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,75,1,150000.0,36.26599884033203,93.35067533766883,75.94630118677996,50.833570341893676,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,100,1,84800.0,120.00900268554688,84.90791027154664,74.1188317542235,71.82212787402239,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,75,1,45312.0,115.60299682617188,80.49605411499437,80.34004382137624,79.46576240942437,0
GMSC,LBagExecutorRUNPER,25,4,1,1,150000.0,167.52499389648438,93.542,76.36127805321364,55.40372369060213,4.0
GMSC,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,150000.0,446.09600830078125,93.53266666666667,79.94319653118681,53.19492629207354,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,75,1,150000.0,35.159000396728516,93.38936134734034,75.6,51.0,
covtypeNorm,StreamingRandomPatches,25,1,1,1,8340.0,121.97799682617188,82.73381294964028,82.86545281445203,81.95238628663056,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,25,1,15276.0,120.03600311279297,77.8768605337355,78.2892806100391,77.98931918062456,0
GMSC,OzaBagExecutorRUNPER,25,4,1,1,150000.0,81.51499938964844,93.5,76.8641962933262,53.959863384733744,0
elecNormNew,OzaBag,25,1,1,1,45312.0,27.365999221801758,82.76174081920904,82.46197216774107,82.12315452938023,0
GMSC,OzaBagAdwinExecutorRUNPER,25,4,1,1,150000.0,87.37300109863281,93.47999999999999,77.54057803871719,53.1620769410737,0
airlines,OzaBagAdwin,25,1,1,1,21800.0,126.22899627685547,64.27064220183486,62.66358969438217,61.4635797518605,55.0
airlines,OzaBag,25,1,1,1,21790.0,127.03800201416016,63.56585589720055,61.85365651366723,60.5729795659979,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,100,1,150000.0,38.31399917602539,93.3822548365577,77.5870165181607,51.244618838850066,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,1,150000.0,36.87900161743164,93.38712904301434,75.3,51.8,
GMSC,LBagExecutorMAXChunk,25,4,100,1,150000.0,93.11499786376953,93.45563709139427,75.34215200187828,54.09157919974068,538.0
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,1,257580.0,1021.9240112304688,67.15078810466652,64.44929755221276,61.692161107477176,0
elecNormNew,LBagExecutorMAXChunk,25,4,75,1,45312.0,39.064998626708984,80.59331962773835,80.40506771777108,79.61096390372013,602.0
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,1,92440.0,219.1199951171875,85.70964950237993,71.80369636474886,74.34427860457437,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,1,45312.0,40.06999969482422,81.35963943263664,81.25369725309959,80.34069613801516,902.0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,25,1,150000.0,55.5890007019043,93.31555259209868,70.5281020178373,50.096541951168646,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,25,1,45312.0,122.61599731445312,83.28880252611125,83.23381560616137,82.36890573733398,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,25,1,539383.0,403.3760070800781,66.18387045339088,67.31490870198002,63.85124605324577,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,100,1,150000.0,219.29299926757812,93.48965977318213,78.93096489127991,52.81718207999364,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,25,1,79426.0,120.0469970703125,82.07957078626214,69.84567736659922,71.33166987259634,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,100,1,45312.0,15.845000267028809,78.28452623197381,77.95922683447701,77.28364077771363,0
GMSC,LBagExecutorMAXChunk,25,4,25,1,150000.0,100.50900268554688,93.41290215035839,74.53877208726286,53.52026072997693,2176.0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,25,1,63076.0,120.0459976196289,83.29447590046153,77.0349545163404,74.99384630714712,0
airlines,OzaBagASHT,25,1,1,1,23290.0,126.18399810791016,64.9849720910262,63.18177899359965,61.5922936677339,0
covtypeNorm,LBagExecutorMAXChunk,25,4,25,1,45476.0,120.04199981689453,84.96402719412114,80.01640742943641,77.97069945435831,1785.0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,1,86950.0,120.0199966430664,82.69850402761794,69.29237109936747,70.95025959149336,0
elecNormNew,StreamingRandomPatches,25,1,1,1,20810.0,122.01599884033203,91.47525228255647,91.52091198142269,91.13429789256601,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,75,1,539383.0,349.3500061035156,66.21985952368591,67.34353712436078,63.89634437632032,0
GMSC,LBagExecutorMAXChunk,25,4,50,1,150000.0,95.87899780273438,93.46915638546182,75.95445502506468,53.884451462513994,1058.0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,75,1,80026.0,120.03700256347656,82.09778489324712,68.48806403172948,69.87650909475566,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,100,1,539383.0,350.9020080566406,66.24388308179564,67.37499516560199,63.92103962238943,0
GMSC,LBagExecutorMAXChunk,25,4,75,1,150000.0,86.70800018310547,93.32999833249958,72.27113204241408,52.64774942449185,1666.0
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,1,539383.0,357.2300109863281,66.23143772029525,67.39115825614135,63.89343180688758,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,100,1,83300.0,120.0979995727539,87.66826923076924,76.36721787523089,73.44672623192474,0
covtypeNorm,OzaBagASHT,25,1,1,1,26520.0,120.45800018310547,72.44343891402714,68.04129150282957,70.4624354088651,0
covtypeNorm,LeveragingBag,25,1,1,1,18170.0,121.12000274658203,77.0886075949367,77.34695251240714,77.2351990636398,176.0
airlines,StreamingRandomPatches,25,1,1,1,5410.0,128.3209991455078,67.52310536044362,61.91258174662886,56.30240618956223,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,75,1,81226.0,120.0770034790039,84.61879705733756,74.66856759550453,72.25890928477145,0
covtypeNorm,LBagExecutorMAXChunk,25,4,50,1,53650.0,120.00499725341797,88.05597014925372,79.92785918951618,78.0103263639098,1056.0
airlines,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,151270.0,1028.9990234375,69.83803794539566,65.91562489623193,61.01216824064431,0
covtypeNorm,LBagExecutorMAXChunk,25,4,75,1,55726.0,120.09700012207031,87.74864782304002,78.40432274487787,75.92209151734163,733.0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,1,74250.0,120.01300048828125,84.42318059299191,76.28454426885037,74.15115176614299,0
airlines,AdaptiveRandomForestExecutorRUNPER,25,4,1,1,219470.0,1375.0830078125,67.32264090764114,63.99833319453887,62.25353580802088,0
