,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,avg_times_duration,joules,JPI,PERC,tput
240,LBagExecutorMAXChunk,covtypeNorm,4,25,287,284.4532165527344,34125.0,119.96700286865234,69.0,83.68621700879766,25,126,3.989082969432314,913.5,284.3685972715007,34143.0,502.6244541484716,478.5583280371786,0.014728921733288545,50,284.45321783492636
71,LBagExecutorMAXChunk,covtypeNorm,4,25,57,54.98030090332031,6600.0,120.04299926757812,284.0,74.31178707224333,25,125,3.3352422907488983,757.0999999999999,54.91899448313737,6600.0,416.9052863436123,400.3724878655656,0.06316746762782005,10,54.980299061742656
46,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,2000,972,861.4620361328125,104000.0,120.7249984741211,2180.0,92.74313725490197,25,125,4.962995594713656,1126.6,966.2835249042146,116012.0,620.374449339207,599.1576355988759,0.005965138935953913,90,861.4620113024371
26,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,2000,540,476.3860473632813,58000.0,121.75,3564.0,90.17500000000001,25,127,4.319047619047618,997.6999999999998,538.4538553735517,64692.0,548.5190476190475,525.8440476190475,0.009457224958949094,50,476.3860369609856
210,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,2000,108,99.99500274658205,12000.0,120.00599670410156,12600.0,76.27000000000001,25,124,3.455803571428571,774.0999999999999,104.83052398622227,12600.0,428.5196428571428,414.7171520028795,0.03570997023809523,10,99.99500299629497
235,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,500,866,855.2285766601562,102500.0,119.85099792480467,541.0,90.2235294117647,25,123,4.854708520179372,1082.6,861.8796497629818,103454.0,597.1291479820627,581.8416607775495,0.005825650224215246,90,855.2285902893291
195,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,500,481,458.5664367675781,55000.0,119.93900299072266,892.0,89.07889908256881,25,124,4.109333333333333,924.5999999999999,478.7013527575442,57504.0,509.55733333333325,492.86934295654294,0.009264678787878787,50,458.56642650476493
326,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,500,96,91.66284942626952,11000.0,120.00499725341795,3312.0,76.2,25,124,3.3119999999999994,745.1999999999998,94.84666455896301,11400.0,410.68799999999993,397.4565509033202,0.037335272727272724,10,91.66284947926783
117,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,250,874,826.9661865234375,99250.0,120.01699829101562,285.0,90.6979797979798,25,124,4.966666666666667,1117.5,866.8760570186034,104052.0,615.8666666666667,596.0844248453776,0.006205205709487825,90,826.9661915667972
103,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,250,485,473.0743713378906,56750.0,119.95999908447266,450.0,88.51681415929204,25,125,4.224229074889868,958.9,483.61938372925374,58103.0,528.0286343612335,506.7385159563913,0.00930446932795125,50,473.07436172984757
416,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,250,97,93.7453155517578,11250.0,120.00599670410156,1714.0,75.86363636363636,25,124,3.352888888888889,754.4,94.84508635894706,11400.0,415.75822222222223,402.3667729492187,0.036956286419753084,10,93.74531530902654
388,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,100,955,931.3717041015624,111800.0,120.03800201416016,102.0,90.7493285586392,25,124,5.2284444444444444,1176.4,951.277609354699,114218.0,648.3271111111111,627.6120247531467,0.005798990260385609,90,931.3717166569603
218,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,100,530,514.8155517578125,61800.0,120.04299926757812,150.0,88.96272285251216,25,124,4.222666666666667,950.1,528.4429019666592,63494.0,523.6106666666667,506.90157157389325,0.008472664509169364,50,514.8155275781357
172,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,100,106,104.1579818725586,12500.0,120.01000213623048,639.0,75.08064516129032,25,124,3.3986666666666667,764.7,104.82703539160386,12600.0,421.43466666666666,407.873993927002,0.03371477333333333,10,104.15798498037277
338,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,50,911,849.3861083984375,101900.0,119.96900177001952,54.0,91.06627393225331,25,124,5.069333333333333,1140.6,906.5813695845932,108836.0,628.5973333333333,608.1628596394855,0.006168766764802093,90,849.3860788751266
277,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,50,506,490.7392578125,58900.0,120.02300262451172,80.0,88.89209855564995,25,123,4.219730941704036,941.0,503.54568608193364,60499.0,519.0269058295964,506.4647778908768,0.008812001796767341,50,490.73926424142917
328,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,50,101,99.74042510986328,11950.0,119.81099700927734,301.0,75.85714285714286,25,124,3.326222222222222,748.4,99.83083756239428,11980.0,412.4515555555555,398.5180007188585,0.03451477452347745,10,99.7404269916448
406,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,25,760,722.8252563476562,86700.0,119.9459991455078,31.0,90.27055090856648,25,124,4.884444444444444,1099.0,757.4287952269053,90896.0,605.671111111111,585.8695691596137,0.0069858259643726765,90,722.825276521506
147,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,25,422,414.90576171875,49775.0,119.96700286865234,47.0,87.78894472361809,25,124,4.1208888888888895,927.2,418.87763172134765,50316.0,510.9902222222223,494.370689154731,0.010266001450973828,50,414.90575583101713
350,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,25,84,79.7870101928711,9575.0,120.00700378417967,196.0,76.30366492146597,25,124,3.3422222222222224,752.0,79.86888191884988,9600.0,414.4355555555556,401.09007486979164,0.04328308674209458,10,79.78700990835218
292,StreamingRandomPatchesExecutorMAXChunk,airlines,4,2000,249,70.85112762451172,10000.0,141.14100646972656,27400.0,63.5875,25,146,5.482641509433962,1452.8999999999999,244.54072068319098,29351.0,800.4656603773584,773.8255407542102,0.08004656603773584,90,70.85113143319484
252,StreamingRandomPatchesExecutorMAXChunk,airlines,4,2000,138,66.4545669555664,8000.0,120.38300323486328,28247.0,62.83333333333333,25,125,5.148230088495575,1163.5,134.78210226800007,16200.0,643.5287610619469,619.7593993971833,0.08044109513274336,50,66.4545640582854
239,StreamingRandomPatchesExecutorMAXChunk,airlines,4,2000,27,16.67152976989746,2000.0,119.96499633789062,49465.0,?,25,124,3.522566371681416,796.1,24.968373393701313,3000.0,436.7982300884956,422.58466187873773,0.2183991150442478,10,16.67152970493865
150,StreamingRandomPatchesExecutorMAXChunk,airlines,4,500,239,70.8327407836914,8500.0,120.0009994506836,6687.0,65.45,25,124,5.481333333333333,1233.3,234.55946677775464,28153.0,679.6853333333332,657.7654783223469,0.07996298039215685,90,70.83274338471836
255,StreamingRandomPatchesExecutorMAXChunk,airlines,4,500,133,72.2143325805664,9000.0,124.62899780273438,6817.0,65.36470588235294,25,129,5.436752136752136,1272.1999999999998,129.78693311813106,15600.0,701.3410256410256,677.5769701052934,0.07792678062678061,50,72.2143334109563
70,StreamingRandomPatchesExecutorMAXChunk,airlines,4,500,26,24.013063430786133,3000.0,124.93199920654295,14959.0,72.44,25,130,3.623305084745762,855.0999999999999,24.968996828937403,3000.0,471.0296610169491,452.6667479725206,0.1570098870056497,10,24.013063258839484
58,StreamingRandomPatchesExecutorMAXChunk,airlines,4,250,235,72.68769836425781,8750.0,120.37799835205078,3424.0,65.36470588235294,25,125,5.39646017699115,1219.6,234.55946677775464,28153.0,674.5575221238937,649.6150742927483,0.0770922882427307,90,72.68770140545317
349,StreamingRandomPatchesExecutorMAXChunk,airlines,4,250,130,73.19869995117188,9000.0,122.9530029296875,3389.0,65.78285714285714,25,127,5.402597402597403,1248.0,129.79125240238616,15600.0,686.1298701298701,664.2655742694806,0.07623665223665224,50,73.19870019886203
230,StreamingRandomPatchesExecutorMAXChunk,airlines,4,250,26,24.442110061645508,3000.0,122.73899841308594,7360.0,72.94545454545455,25,127,3.553478260869565,817.3,24.968789013732835,3000.0,451.2917391304348,436.15036262180496,0.15043057971014492,10,24.442109181169204
267,StreamingRandomPatchesExecutorMAXChunk,airlines,4,100,218,71.90736389160156,8700.0,120.98899841308594,1388.0,65.23255813953487,25,125,5.451769911504425,1232.1000000000001,214.60589901683053,25757.0,681.4712389380531,659.6041811715186,0.07833002746414404,90,71.90736442247483
341,StreamingRandomPatchesExecutorMAXChunk,airlines,4,100,121,69.80628967285156,8400.0,120.33300018310548,1428.0,65.98795180722891,25,125,5.385022026431718,1222.4,119.80332287827483,14400.0,673.1277533039648,647.995856492635,0.0801342563457101,50,69.8062874458219
67,StreamingRandomPatchesExecutorMAXChunk,airlines,4,100,24,19.85456657409668,2400.0,120.87899780273438,3455.0,73.95652173913044,25,125,3.441409691629956,781.2,19.975862499479796,2400.0,430.17621145374454,415.9941545528462,0.1792400881057269,10,19.854565670015095
400,StreamingRandomPatchesExecutorMAXChunk,airlines,4,50,215,72.63581085205078,8750.0,120.46399688720705,687.0,66.36781609195403,25,124,5.381777777777777,1210.8999999999999,214.59874691728322,25757.0,667.3404444444443,648.3104614698622,0.07626747936507935,90,72.63581008517265
116,StreamingRandomPatchesExecutorMAXChunk,airlines,4,50,119,70.50782012939453,8500.0,120.5540008544922,708.0,66.05917159763314,25,125,5.307488986784141,1204.8,114.8105625717566,13800.0,663.4361233480176,639.8390318479833,0.07805130862917854,50,70.50782172098492
81,StreamingRandomPatchesExecutorMAXChunk,airlines,4,50,23,19.92958068847656,2400.0,120.42400360107422,1749.0,75.14893617021276,25,125,3.372566371681416,762.1999999999999,19.97552997577967,2400.0,421.57079646017695,406.13794488822464,0.17565449852507373,10,19.929581547134273
304,StreamingRandomPatchesExecutorMAXChunk,airlines,4,25,212,69.44906616210938,8350.0,120.23200225830078,359.0,65.98198198198199,25,124,5.361777777777778,1206.4,209.62379702537183,25158.0,664.8604444444445,644.6572778862848,0.07962400532268797,90,69.44906383627591
208,StreamingRandomPatchesExecutorMAXChunk,airlines,4,25,118,71.94783020019531,8650.0,120.22599792480467,347.0,66.16811594202898,25,124,5.31288888888889,1195.4,114.8096074010599,13800.0,658.7982222222223,638.7473685302734,0.07616164418754015,50,71.9478328257266
75,StreamingRandomPatchesExecutorMAXChunk,airlines,4,25,23,19.96489524841309,2400.0,120.21099853515624,876.0,74.23157894736843,25,125,3.49647577092511,793.7,19.975862499479796,2400.0,437.0594713656388,420.3148437768877,0.18210811306901617,10,19.96489530280467
316,OzaBagExecutorMAXChunk,airlines,4,2000,5598,2363.35791015625,284000.0,120.16799926757812,840.0,61.68971631205674,25,126,5.453947368421052,1243.5,5567.422224974711,539383.0,687.1973684210526,655.3899433738306,0.0024197090437361006,90,2363.357979919572
266,OzaBagExecutorMAXChunk,airlines,4,2000,3110,2438.01318359375,294000.0,120.58999633789062,814.0,63.01095890410959,25,126,5.387719298245615,1228.4,3101.1727886400145,372578.0,678.8526315789475,649.7050504450214,0.002309022556390978,50,2438.0131762855203
118,OzaBagExecutorMAXChunk,airlines,4,2000,622,616.6563720703125,74000.0,120.0019989013672,2470.0,66.0,25,126,3.8825327510917025,889.0999999999999,618.3380230099399,74276.0,489.1991266375545,465.91169093102866,0.006610799008615602,10,616.656394705746
51,OzaBagExecutorMAXChunk,airlines,4,500,5553,2422.4765625,291000.0,120.125,205.0,62.22271944922547,25,126,5.3650655021834055,1228.6,5535.483010231833,539383.0,675.998253275109,644.4784934497816,0.0023230180524917835,90,2422.4765868886575
233,OzaBagExecutorMAXChunk,airlines,4,500,3085,2294.4375,275500.0,120.072998046875,217.0,62.57818181818182,25,126,5.273245614035088,1202.3,3075.8853148017142,369583.0,664.4289473684211,633.1744103147273,0.0024117203171267554,50,2294.437587811776
60,OzaBagExecutorMAXChunk,airlines,4,500,617,612.82177734375,73500.0,119.93699645996094,634.0,63.04794520547945,25,125,3.8801762114537444,880.8,613.3361082206036,73677.0,485.022026431718,465.37668053715237,0.006598939135125415,10,612.8217494969269
324,OzaBagExecutorMAXChunk,airlines,4,250,5155,2270.872802734375,272750.0,120.10800170898438,109.0,61.000733944954135,25,126,5.278070175438597,1203.4,5132.923498567799,539383.0,665.0368421052632,633.9384616517184,0.002438265232283275,90,2270.8728487620624
5,OzaBagExecutorMAXChunk,airlines,4,250,2863,2364.563720703125,283750.0,120.0009994506836,105.0,63.08218694885361,25,126,5.221397379912663,1195.6999999999998,2851.5738136058726,342628.0,657.8960698689955,626.5729041187002,0.00231857645768809,50,2364.563639460451
248,OzaBagExecutorMAXChunk,airlines,4,250,572,568.7215576171875,68250.0,120.00599670410156,335.0,60.82352941176471,25,126,3.834061135371179,878.0,568.5099155801988,68286.0,483.09170305676855,460.1103279746776,0.0070782667114544845,10,568.7215795414277
148,OzaBagExecutorMAXChunk,airlines,4,100,4599,2052.038330078125,246300.0,120.0270004272461,48.0,62.259951259138916,25,125,5.05929203539823,1143.4,4579.036283681682,539383.0,632.4115044247787,607.2516472943062,0.0025676471962029182,90,2052.0382840800376
259,OzaBagExecutorMAXChunk,airlines,4,100,2555,2059.98291015625,247200.0,120.0009994506836,48.0,63.5588830433023,25,126,5.008296943231439,1146.8999999999996,2548.426845615233,306089.0,631.0454148471614,601.0006387335762,0.0025527727137830154,50,2059.982842906162
221,OzaBagExecutorMAXChunk,airlines,4,100,511,504.3018798828125,60900.0,120.76100158691406,138.0,66.20559210526315,25,127,3.7378260869565216,859.6999999999999,508.6879417862109,61098.0,474.7039130434782,451.3836220185653,0.007794809737988148,10,504.30187891551293
107,OzaBagExecutorMAXChunk,airlines,4,50,4525,1799.5084228515625,215950.0,120.00499725341795,27.0,63.36266790180639,25,126,4.840350877192982,1103.6,4501.911327746803,539383.0,609.8842105263158,580.866293723123,0.00282419175978845,90,1799.5083950043536
413,OzaBagExecutorMAXChunk,airlines,4,50,2513,1855.4012451171875,222650.0,120.0009994506836,26.0,64.46855345911949,25,125,4.823348017621146,1094.9,2504.147235176549,300698.0,602.9185022026433,578.8065828130109,0.002707920512924515,50,1855.4012134832403
392,OzaBagExecutorMAXChunk,airlines,4,50,502,499.4122009277344,59900.0,119.94100189208984,43.0,64.34419381787802,25,126,3.735807860262008,855.4999999999999,498.72612525602386,59900.0,470.711790393013,448.07653763616963,0.007858293662654642,10,499.4122031254304
397,OzaBagExecutorMAXChunk,airlines,4,25,4320,1585.5955810546875,190300.0,120.01799774169922,15.0,64.82249375903297,25,126,4.701754385964913,1072.0,4303.914300232409,516672.0,592.421052631579,564.2951472767613,0.003113090134690378,90,1585.5955238443535
276,OzaBagExecutorMAXChunk,airlines,4,25,2400,1657.27783203125,198875.0,120.0009994506836,15.0,64.69097309529796,25,125,4.71806167400881,1071.0,2394.862440340838,287520.0,589.7577092511012,566.1721163510225,0.0029654693111306157,50,1657.2778636042192
24,OzaBagExecutorMAXChunk,airlines,4,25,480,479.3624267578125,57500.0,119.95099639892578,37.0,65.03523270987385,25,126,3.7545851528384278,859.8,478.7491778575175,57504.0,473.0777292576419,450.3662301475824,0.00822743876969812,10,479.36242070695243
79,OzaBagAdwinExecutorMAXChunk,airlines,4,2000,873,209.66087341308597,28000.0,133.5489959716797,9450.0,65.11923076923077,25,139,5.656349206349207,1425.4,867.2202622645277,104226.0,786.2325396825397,755.3997573731438,0.028079733560090706,90,209.6608798611834
88,OzaBagAdwinExecutorMAXChunk,airlines,4,2000,485,239.1257476806641,30000.0,125.45700073242188,8219.0,63.996428571428574,25,131,5.50168776371308,1303.8999999999999,483.7723972557117,58103.0,720.7210970464134,690.2252458017083,0.02402403656821378,50,239.12575483918047
270,OzaBagAdwinExecutorMAXChunk,airlines,4,2000,97,83.33472442626953,10000.0,119.9980010986328,14342.0,61.3625,25,126,3.5135371179039296,804.5999999999999,94.85376710904023,11400.0,442.70567685589515,421.61743093432284,0.04427056768558951,10,83.33472148240588
354,OzaBagAdwinExecutorMAXChunk,airlines,4,500,678,343.69097900390625,41500.0,120.7480010986328,1450.0,67.72439024390245,25,127,5.685652173913045,1307.7000000000003,673.0785237468996,80865.0,722.0778260869567,686.5311349420963,0.01739946568884233,90,343.69098968438243
31,OzaBagAdwinExecutorMAXChunk,airlines,4,500,376,365.7522888183594,44000.0,120.3000030517578,1358.0,67.52183908045977,25,126,5.61353711790393,1285.5,374.1692069361851,44925.0,707.3056768558952,675.3085324149985,0.016075129019452163,50,365.75227667342176
63,OzaBagAdwinExecutorMAXChunk,airlines,4,500,75,74.24089050292969,9000.0,121.22699737548828,4411.0,63.37647058823529,25,127,3.448260869565217,793.0999999999999,74.88455298082123,9000.0,437.92913043478256,418.0223113847815,0.048658792270531395,10,74.24088853841208
404,OzaBagAdwinExecutorMAXChunk,airlines,4,250,650,343.0638732910156,41250.0,120.23999786376952,727.0,68.36829268292684,25,126,5.431140350877191,1238.2999999999997,648.2252264251465,77870.0,684.3236842105262,653.0403041873059,0.016589665071770333,90,343.063878350495
96,OzaBagAdwinExecutorMAXChunk,airlines,4,250,361,357.7579345703125,43000.0,120.19300079345705,683.0,68.06783625730995,25,126,5.370305676855894,1229.7999999999997,359.211414007646,43128.0,676.6585152838427,645.4731544794473,0.015736244541484715,50,357.75793695252173
124,OzaBagAdwinExecutorMAXChunk,airlines,4,250,72,68.75515747070312,8250.0,119.99099731445312,2320.0,63.9375,25,125,3.388986784140969,769.3,69.89573885620615,8400.0,423.62334801762114,406.64790411457614,0.0513482846081965,10,68.75515817557317
424,OzaBagAdwinExecutorMAXChunk,airlines,4,100,614,395.8617248535156,47600.0,120.24400329589844,252.0,68.72842105263159,25,125,5.532743362831857,1250.3999999999996,608.3698936905288,73078.0,691.5929203539821,665.279211155714,0.014529263032646683,90,395.86173692891055
111,OzaBagAdwinExecutorMAXChunk,airlines,4,100,341,338.7855224609375,40700.0,120.13500213623048,280.0,68.64778325123153,25,126,5.163318777292576,1182.4,339.27783099412767,40732.0,650.5781659388646,620.2953123400827,0.015984721521839423,50,338.78552691785103
431,OzaBagAdwinExecutorMAXChunk,airlines,4,100,68,64.83197784423828,7800.0,120.31099700927734,997.0,64.45454545454545,25,126,3.368122270742358,771.3,64.90264603095356,7800.0,424.3834061135371,405.22214844216427,0.05440812898891501,10,64.83197873755906
366,OzaBagAdwinExecutorMAXChunk,airlines,4,50,614,390.3971557617188,46850.0,120.00599670410156,128.0,68.75641025641026,25,125,5.396017699115045,1219.5,608.3648290904248,73078.0,674.5022123893806,647.5544822152738,0.014397058962420077,90,390.3971575313683
42,OzaBagAdwinExecutorMAXChunk,airlines,4,50,341,339.313720703125,40700.0,119.947998046875,138.0,68.77244772447725,25,126,5.0030567685589515,1145.6999999999998,339.26652729074874,40732.0,630.3851528384279,600.1066435035139,0.015488578693818866,50,339.3137081295402
310,OzaBagAdwinExecutorMAXChunk,airlines,4,50,68,64.92803955078125,7800.0,120.13300323486328,501.0,65.39354838709677,25,126,3.383406113537118,774.8,64.90264603095356,7800.0,426.30917030567684,406.4587375824108,0.05465502183406113,10,64.92803634277575
256,OzaBagAdwinExecutorMAXChunk,airlines,4,25,646,383.3045654296875,46000.0,120.00900268554688,65.0,68.86133768352364,25,125,5.076106194690266,1147.2,643.158569371499,77271.0,634.5132743362832,609.1784419507053,0.013793766833397461,90,383.3045769118782
322,OzaBagAdwinExecutorMAXChunk,airlines,4,25,358,354.1607666015625,42500.0,120.0019989013672,68.0,68.88287227781048,25,126,4.8096069868995635,1101.4,,,606.010480349345,577.1624523579294,0.014259070125866942,50,354.16076722965147
127,OzaBagAdwinExecutorMAXChunk,airlines,4,25,71,69.9947509765625,8400.0,120.00900268554688,229.0,65.76716417910447,25,125,3.3387665198237886,757.9,69.89573885620615,8400.0,417.3458149779736,400.68204024394703,0.0496840255926159,10,69.99474882738646
314,OzaBagASHTExecutorMAXChunk,airlines,4,2000,4490,1840.1551513671875,222000.0,120.64199829101562,1080.0,63.925,25,126,5.514410480349346,1262.8000000000002,4473.840309250867,537004.0,694.8157205240176,665.2694997462644,0.00312980054290098,90,1840.1551959085266
429,OzaBagASHTExecutorMAXChunk,airlines,4,2000,2494,1637.6087646484375,198000.0,120.90799713134766,1213.0,60.637244897959185,25,126,5.3885964912280695,1228.6,2483.7595024187976,298302.0,678.9631578947368,651.5244091033935,0.003429106858054226,50,1637.6087992335522
377,OzaBagASHTExecutorMAXChunk,airlines,4,2000,498,483.7041931152344,58000.0,119.90799713134766,2964.0,65.10892857142856,25,126,3.746724890829694,857.9999999999999,493.7758645095215,59301.0,472.08733624454146,449.2622774615558,0.00813943683180244,10,483.70418477148434
382,OzaBagASHTExecutorMAXChunk,airlines,4,500,4371,337.963134765625,41000.0,121.31500244140624,1476.0,66.43703703703704,25,127,4.689565217391304,1078.6,4354.526140387419,522652.0,595.5747826086956,568.9146157969598,0.014526214209968186,90,337.9631469718886
346,OzaBagASHTExecutorMAXChunk,airlines,4,500,2428,1640.6959228515625,197000.0,120.0709991455078,303.0,65.84325699745547,25,125,5.347577092511012,1213.8999999999999,2419.2245557350566,290515.0,668.4471365638766,642.0889245054268,0.003393132672913079,50,1640.6959332558392
157,OzaBagASHTExecutorMAXChunk,airlines,4,500,485,483.091796875,58000.0,120.05999755859376,773.0,66.97217391304348,25,126,3.7519650655021834,859.2,483.74017583588653,58103.0,472.7475982532751,450.4609166041212,0.008150820659539227,10,483.0917972632294
2,OzaBagASHTExecutorMAXChunk,airlines,4,250,4300,361.6230773925781,43500.0,120.29100036621094,689.0,67.83352601156069,25,126,4.250438596491229,969.1000000000001,4286.225402504472,515140.0,535.5552631578948,511.2895107670835,0.012311615245009077,90,361.62306296871486
113,OzaBagASHTExecutorMAXChunk,airlines,4,250,2388,1705.553466796875,204750.0,120.04900360107422,146.0,64.71735941320293,25,125,5.275770925110132,1197.6,2379.1613236298235,285723.0,659.4713656387665,633.351042786989,0.0032208613706411066,50,1705.5535144663863
258,OzaBagASHTExecutorMAXChunk,airlines,4,250,477,473.1887512207031,56750.0,119.93099975585938,388.0,59.7929203539823,25,126,3.6489082969432314,835.6,473.8292699173994,56905.0,459.76244541484715,437.61722006985195,0.008101540888367351,10,473.18875116128936
226,OzaBagASHTExecutorMAXChunk,airlines,4,100,4026,1469.926513671875,176400.0,120.00599670410156,67.0,66.310266591038,25,125,4.961674008810572,1126.3,4010.7811770979138,481390.0,620.2092511013216,595.4306347481479,0.003515925459758059,90,1469.926544045536
329,OzaBagASHTExecutorMAXChunk,airlines,4,100,2236,490.1960754394531,58900.0,120.15599822998048,203.0,63.63945578231293,25,125,4.751101321585903,1078.5,2228.4522937612355,267753.0,593.8876651982379,570.8733219869337,0.010082982431209472,50,490.19608565245716
188,OzaBagASHTExecutorMAXChunk,airlines,4,100,447,444.2406921386719,53300.0,119.9800033569336,159.0,61.82518796992481,25,126,3.7074235807860263,849.0,443.8958184149611,53311.0,467.13537117903934,444.8166936682822,0.00876426587577935,10,444.2406943550049
351,OzaBagASHTExecutorMAXChunk,airlines,4,50,3419,753.7437133789062,90450.0,120.0009994506836,66.0,68.75995575221239,25,126,4.455701754385965,1015.9,3405.2220668531095,409117.0,561.4184210526315,534.68866378048,0.006206947717552588,90,753.7437222526795
186,OzaBagASHTExecutorMAXChunk,airlines,4,50,1899,1148.1898193359375,137800.0,120.01499938964844,43.0,65.9114337568058,25,125,4.5251101321585905,1027.2,1888.5102198965096,226642.0,565.6387665198238,543.0810897491052,0.004104780598837618,50,1148.189815446398
325,OzaBagASHTExecutorMAXChunk,airlines,4,50,379,374.3413696289063,44900.0,119.94400024414062,77.0,65.48940914158305,25,126,3.5899563318777292,822.1,374.13804590426065,44925.0,452.3344978165939,430.59372314719656,0.010074264984779374,10,374.3413585390521
364,OzaBagASHTExecutorMAXChunk,airlines,4,25,2462,851.1675415039062,102175.0,120.04100036621094,29.0,65.97063142437591,25,126,4.237719298245614,966.2,2454.161635508182,294708.0,533.9526315789474,508.70006383260096,0.005225863778604819,90,851.1675151680938
421,OzaBagASHTExecutorMAXChunk,airlines,4,25,1367,851.1932373046875,102150.0,120.00800323486328,29.0,62.60269277845777,25,126,4.1882096069868995,959.0999999999999,1359.928694000633,163254.0,527.7144104803493,502.6186720635693,0.005166073524036704,50,851.1932308388297
293,OzaBagASHTExecutorMAXChunk,airlines,4,25,273,269.4086608886719,32325.0,119.98500061035156,62.0,62.473684210526315,25,125,3.4348017621145375,779.7,269.45344584857094,32346.0,429.35022026431716,412.1246915237494,0.01328229606386132,10,269.4086747140559
274,LBagExecutorMAXChunk,airlines,4,2000,396,2.979036569595337,8000.0,2685.431884765625,670728.0,58.53333333333334,25,2692,6.024344955642666,29200.0,394.09207501915455,47321.0,16217.536620590055,16177.968028709769,2.027192077573757,90,2.9790366478419212
308,LBagExecutorMAXChunk,airlines,4,2000,220,,,,,,25,1450,5.966807044410414,15585.300000000001,219.58758591960006,26356.0,8651.870214395101,,,50,
391,LBagExecutorMAXChunk,airlines,4,2000,44,31.685678482055664,4000.0,126.23999786376952,45459.0,62.849999999999994,25,132,3.8133891213389126,911.4000000000001,39.94507552115841,4800.0,503.3673640167365,481.40223453154624,0.1258418410041841,10,31.685678609695124
381,LBagExecutorMAXChunk,airlines,4,500,220,61.74872589111328,7500.0,121.45999908447266,8024.0,61.371428571428574,25,127,5.718260869565219,1315.2000000000003,219.59673387768706,26356.0,726.2191304347828,694.5399599821673,0.09682921739130437,90,61.7487243251494
14,LBagExecutorMAXChunk,airlines,4,500,122,54.33749008178711,8000.0,147.22799682617188,9072.0,61.413333333333334,25,153,5.581227436823104,1545.9999999999998,119.80132946197556,14400.0,853.927797833935,821.7129353547354,0.10674097472924186,50,54.337491322695804
178,LBagExecutorMAXChunk,airlines,4,500,24,16.673336029052734,2000.0,119.9520034790039,14842.0,70.93333333333334,25,126,3.202183406113537,733.3,19.975696236245902,2400.0,403.47510917030564,384.10831507053956,0.20173755458515283,10,16.67333551748533
177,LBagExecutorMAXChunk,airlines,4,250,203,58.32944488525391,7750.0,132.86599731445312,4267.0,61.81333333333333,25,139,5.723015873015874,1442.2000000000003,199.64670199646702,23960.0,795.4992063492065,760.3942116146998,0.10264505888376858,90,58.32944588266721
347,LBagExecutorMAXChunk,airlines,4,250,112,58.075382232666016,8000.0,137.7519989013672,4260.0,61.61290322580645,25,144,5.572030651340997,1454.3000000000002,109.82702243965754,13200.0,802.3724137931035,767.5583601619093,0.10029655172413794,50,58.075382308812365
91,LBagExecutorMAXChunk,airlines,4,250,22,18.75656509399414,2250.0,119.95800018310548,7631.0,71.2,25,125,3.3057268722466953,750.3999999999999,19.975696236245902,2400.0,413.2158590308369,396.5483847462658,0.18365149290259417,10,18.756564769048918
356,LBagExecutorMAXChunk,airlines,4,100,195,68.37773895263672,8400.0,122.84700012207033,1459.0,62.12048192771085,25,129,5.707264957264957,1335.5,194.66364462073045,23361.0,736.2371794871796,701.1203789018159,0.08764728327228329,90,68.37773809415864
165,LBagExecutorMAXChunk,airlines,4,100,108,67.67677307128906,8500.0,125.59700012207033,1465.0,62.44047619047619,25,132,5.538912133891213,1323.7999999999997,104.83575731354212,12600.0,731.1364016736401,695.6707479564715,0.08601604725572236,50,67.6767756533888
181,LBagExecutorMAXChunk,airlines,4,100,21,19.859495162963867,2400.0,120.8489990234375,3076.0,71.65217391304348,25,125,3.137444933920705,712.2,19.975696236245902,2400.0,392.1806167400881,379.15707975547224,0.16340859030837004,10,19.8594942398699
254,LBagExecutorMAXChunk,airlines,4,50,192,79.83387756347656,9650.0,120.8759994506836,625.0,61.645833333333336,25,127,5.6995670995671,1316.6000000000001,189.67543019040875,22762.0,723.8450216450218,688.9408695964071,0.07500984680259293,90,79.83387971023247
34,LBagExecutorMAXChunk,airlines,4,50,107,76.03406524658203,9250.0,121.65599822998048,652.0,61.71739130434782,25,127,5.575652173913043,1282.3999999999999,104.8366295855625,12600.0,708.1078260869565,678.311531000552,0.07655219741480611,50,76.03406436658922
