dataset,algorithm,ensemble_size,cores,batch_size,instances,time,acc,prec,recall,change
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,303,18000.0,60.19499969482422,93.64571428571429,76.33669860633067,52.52658381131036,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,1327,40795.0,34.36899948120117,74.72096919706148,74.14729932591084,73.55501443689259,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,51,6000.0,120.00700378417969,83.29411764705881,82.5001321509167,82.5195140903642,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,607,35917.0,60.17300033569336,93.46076742807126,74.02585999881126,53.88850917703134,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,415,45312.0,109.34300231933594,78.81887676196368,79.01988741569073,77.31212384995831,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,212,25158.0,119.87200164794922,81.8185438903935,81.75710097202315,80.84724606458259,0
GMSC,OzaBagExecutorMAXChunk,25,4,2000,2165,124000.0,60.0629997253418,93.41721311475409,75.86782555712102,52.20898722370456,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,4,1201.0,60.08100128173828,56.12510860121633,?,?,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,43,2401.0,60.10100173950195,61.84538653366584,?,?,0
airlines,LBagExecutorMAXChunk,25,4,500,5,1500.0,63.39500045776367,73.0,58.01542963554137,54.04992714701249,0.0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,48,2701.0,60.10900115966797,75.64743298500682,74.93773818816291,73.38715650373597,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,21,1200.0,60.03499984741211,57.391304347826086,?,?,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,156,9301.0,60.14699935913086,80.77491194182478,80.3211870989866,80.6354777755806,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,419,24694.0,60.167999267578125,78.70362210275844,79.59972713669572,76.88630049280556,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,20,1201.0,60.09600067138672,82.02567760342369,83.61383108935128,80.13341645885286,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,22,1201.0,60.084999084472656,0.0,?,?,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,500,212,10500.0,61.277000427246094,62.839999999999996,62.331637962784136,59.38803798838522,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,89,5101.0,60.12200164794922,93.74049119756575,66.76351960940401,52.081685778305,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,25,1500.0,61.68299865722656,43.5,?,?,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,41,2401.0,60.10900115966797,75.22356654392425,74.45846239077333,72.53427343110165,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,130,7500.0,60.790000915527344,53.300000000000004,?,?,0
