,dataset,algorithm,batch_size,acc,instances,time,JPI,joules,cores,label,delay,IPS,delay_s
44,airlines,OBMB,500,63.47348837209302,108000.0,599.4409790039062,0.01665194851444851,1778.9454035329293,4,MB-LF-500,1545.0,180.16786269678138,1.545
36,airlines,OBAdwinMB,500,64.03999999999999,20500.0,599.239013671875,0.09055719545667551,1835.7108778385534,4,MB-LF-500,8456.0,34.210055641045386,8.456
94,airlines,OBASHTMB,500,66.99551820728291,179000.0,599.6619873046875,0.011885434956105348,2105.241905430385,4,MB-LF-500,1029.0,298.5014954917433,1.029
74,airlines,LBagMB,500,61.84285714285714,7500.0,599.2080078125,0.261397003058104,1941.7088113711295,4,MB-LF-500,22655.0,12.516521645596645,22.655
37,airlines,ARFMB,500,68.91428571428571,4500.0,603.0830078125,0.40606000202572673,1812.4925874722255,4,MB-LF-500,37412.0,7.461659409576768,37.412
68,GMSC,SRPMB,500,93.55172413793103,29500.0,599.2459716796875,0.060037674831989775,1760.0852012711484,4,MB-LF-500,5545.0,49.22853284655623,5.545
4,GMSC,OBMB,500,93.11438127090301,150000.0,357.2720031738281,0.006828464122137404,1008.1070477341514,4,MB-LF-500,657.0,419.8481791673404,0.657
84,GMSC,OBAdwinMB,500,93.47081712062257,129000.0,599.302001953125,0.01363700929807017,1739.7303952397713,4,MB-LF-500,1263.0,215.25040727310946,1.263
59,GMSC,OBASHTMB,500,93.29698996655519,150000.0,528.3629760742188,0.010073892918825562,1492.3379560496278,4,MB-LF-500,942.0,283.8957436316083,0.942
93,GMSC,LBagMB,500,93.43537414965986,74000.0,599.2340087890625,0.022930109990834096,1680.6564101683337,4,MB-LF-500,2141.0,123.49098835284711,2.141
90,GMSC,ARFMB,500,93.415,40500.0,599.5499877929688,0.04216399044935555,1692.2586914845717,4,MB-LF-500,4030.0,67.55066437260123,4.03
73,elecNormNew,SRPMB,500,91.7809523809524,11000.0,599.219970703125,0.1555930339138405,1695.1718767902153,4,MB-LF-500,13582.0,18.35719858784512,13.582
71,elecNormNew,OBMB,500,76.71685393258427,45000.0,100.09600067138672,0.007095337915234821,298.68852983848325,4,MB-LF-500,613.0,449.5684113068029,0.613
33,elecNormNew,OBAdwinMB,500,84.8561797752809,45000.0,312.1940002441406,0.019766968641114983,873.2729735052128,4,MB-LF-500,1882.0,144.14114289451203,1.882
0,elecNormNew,OBASHTMB,500,76.32584269662921,45000.0,158.1719970703125,0.010633333333333333,458.69879150390625,4,MB-LF-500,955.0,284.50042253684177,0.955
95,elecNormNew,LBagMB,500,88.69887640449438,45000.0,569.2880249023438,0.03901103610843244,1738.05775008758,4,MB-LF-500,3460.0,79.04610325804649,3.46
42,elecNormNew,ARFMB,500,89.4734693877551,25000.0,599.2479858398438,0.07105882352941176,1762.4940759995402,4,MB-LF-500,6409.0,41.71895540869044,6.409
