,index,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC
69,69,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,38,35.007293701171875,4200.0,119.9749984741211,8647.0,125,4.138053097345132,935.1999999999998,34.95135935822647,4200.0,496.4629140398143,0.1182054557237653,0
70,70,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,38,35.007293701171875,4200.0,119.9749984741211,8647.0,125,4.138053097345132,935.1999999999998,34.95077765480282,4200.0,496.4629140398143,0.1182054557237653,0
526,526,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,347,343.9774780273437,41300.0,120.06600189208984,141.0,125,5.847577092511013,1327.4,344.1554115942512,41331.0,702.0952022535686,0.016999883831805535,0
527,527,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,347,343.9774780273437,41300.0,120.06600189208984,141.0,125,5.847577092511013,1327.4,344.1668748438671,41331.0,702.0952022535686,0.016999883831805535,0
528,528,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,347,343.9774780273437,41300.0,120.06600189208984,141.0,125,5.847577092511013,1327.4,344.17260675504633,41331.0,702.0952022535686,0.016999883831805535,0
529,529,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,347,343.9774780273437,41300.0,120.06600189208984,141.0,125,5.847577092511013,1327.4,344.1754727822329,41331.0,702.0952022535686,0.016999883831805535,0
530,530,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,347,343.9774780273437,41300.0,120.06600189208984,141.0,125,5.847577092511013,1327.4,344.1840711501949,41331.0,702.0952022535686,0.016999883831805535,0
339,339,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,193,189.32144165039065,22750.0,120.16600036621094,203.0,124,4.9928888888888885,1123.3999999999999,,,599.9754880506727,0.026372548925304294,0
63,63,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,38,34.985130310058594,4200.0,120.0510025024414,823.0,124,4.110666666666666,924.8999999999999,34.95165021719954,4200.0,493.4896542867024,0.11749753673492913,0
64,64,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,38,34.985130310058594,4200.0,120.0510025024414,823.0,124,4.110666666666666,924.8999999999999,34.95165021719954,4200.0,493.4896542867024,0.11749753673492913,0
65,65,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,38,34.985130310058594,4200.0,120.0510025024414,823.0,124,4.110666666666666,924.8999999999999,34.95135935822647,4200.0,493.4896542867024,0.11749753673492913,0
66,66,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,38,34.985130310058594,4200.0,120.0510025024414,823.0,124,4.110666666666666,924.8999999999999,34.95165021719954,4200.0,493.4896542867024,0.11749753673492913,0
67,67,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,38,34.985130310058594,4200.0,120.0510025024414,823.0,124,4.110666666666666,924.8999999999999,34.95165021719954,4200.0,493.4896542867024,0.11749753673492913,0
32,32,OzaBagExecutorMAXChunk,elecNormNew,4,2000,2341,2021.731201171875,38981.0,19.2810001373291,927.0,25,5.329787234042553,250.5,2327.9901356350188,45312.0,102.76362839150936,0.0026362491570639376,0
356,356,OzaBagExecutorMAXChunk,elecNormNew,4,2000,1301,1251.84619140625,43737.0,34.9379997253418,1266.0,40,4.867567567567568,360.20000000000005,1289.9479033222308,45312.0,170.06307433875833,0.0038883113688355014,0
480,480,OzaBagExecutorMAXChunk,elecNormNew,4,2000,260,259.8568420410156,31148.0,119.86599731445312,4415.0,126,4.076855895196506,933.5999999999999,259.45423649751774,31148.0,488.67639778503684,0.015688853145789033,0
432,432,OzaBagExecutorMAXChunk,elecNormNew,4,500,2732,2089.502685546875,38357.0,18.35700035095215,237.0,24,4.982222222222221,224.19999999999996,2723.404255319149,45312.0,91.45865508185491,0.0023844058472209744,0
433,433,OzaBagExecutorMAXChunk,elecNormNew,4,500,2732,2089.502685546875,38357.0,18.35700035095215,237.0,24,4.982222222222221,224.19999999999996,2722.422494592646,45312.0,91.45865508185491,0.0023844058472209744,0
434,434,OzaBagExecutorMAXChunk,elecNormNew,4,500,2732,2089.502685546875,38357.0,18.35700035095215,237.0,24,4.982222222222221,224.19999999999996,2719.1550648103694,45312.0,91.45865508185491,0.0023844058472209744,0
437,437,OzaBagExecutorMAXChunk,elecNormNew,4,500,1518,1505.890625,44993.0,29.87800025939941,280.0,35,4.987692307692307,324.2,1506.5833222502993,45312.0,149.0222720630352,0.0033121212647086256,0
438,438,OzaBagExecutorMAXChunk,elecNormNew,4,500,1518,1505.890625,44993.0,29.87800025939941,280.0,35,4.987692307692307,324.2,1506.883937479215,45312.0,149.0222720630352,0.0033121212647086256,0
439,439,OzaBagExecutorMAXChunk,elecNormNew,4,500,1518,1505.890625,44993.0,29.87800025939941,280.0,35,4.987692307692307,324.2,1507.3852295409183,45312.0,149.0222720630352,0.0033121212647086256,0
207,207,OzaBagExecutorMAXChunk,elecNormNew,4,500,303,299.7973022460937,35940.0,119.88099670410156,934.0,126,4.018859649122807,916.3,299.31791493508115,35940.0,481.784900350738,0.01340525599195153,0
208,208,OzaBagExecutorMAXChunk,elecNormNew,4,500,303,299.7973022460937,35940.0,119.88099670410156,934.0,126,4.018859649122807,916.3,299.32788646528246,35940.0,481.784900350738,0.01340525599195153,0
209,209,OzaBagExecutorMAXChunk,elecNormNew,4,500,303,299.7973022460937,35940.0,119.88099670410156,934.0,126,4.018859649122807,916.3,299.32788646528246,35940.0,481.784900350738,0.01340525599195153,0
454,454,OzaBagExecutorMAXChunk,elecNormNew,4,50,2476,1795.6036376953125,39699.0,22.108999252319336,27.0,28,4.9057692307692315,255.10000000000002,2453.4084140993014,45312.0,108.46164825512814,0.0027321002608410323,0
455,455,OzaBagExecutorMAXChunk,elecNormNew,4,50,2476,1795.6036376953125,39699.0,22.108999252319336,27.0,28,4.9057692307692315,255.10000000000002,2453.2755820249054,45312.0,108.46164825512814,0.0027321002608410323,0
456,456,OzaBagExecutorMAXChunk,elecNormNew,4,50,2476,1795.6036376953125,39699.0,22.108999252319336,27.0,28,4.9057692307692315,255.10000000000002,2453.8069966424778,45312.0,108.46164825512814,0.0027321002608410323,0
457,457,OzaBagExecutorMAXChunk,elecNormNew,4,50,2476,1795.6036376953125,39699.0,22.108999252319336,27.0,28,4.9057692307692315,255.10000000000002,2453.0099610220873,45312.0,108.46164825512814,0.0027321002608410323,0
458,458,OzaBagExecutorMAXChunk,elecNormNew,4,50,2476,1795.6036376953125,39699.0,22.108999252319336,27.0,28,4.9057692307692315,255.10000000000002,2453.5412605588044,45312.0,108.46164825512814,0.0027321002608410323,0
493,493,OzaBagExecutorMAXChunk,elecNormNew,4,50,1375,1332.8985595703125,43947.0,32.97100067138672,30.0,38,5.018571428571426,351.29999999999984,1368.9012416543308,45312.0,165.4673219408307,0.0037651562550533755,0
494,494,OzaBagExecutorMAXChunk,elecNormNew,4,50,1375,1332.8985595703125,43947.0,32.97100067138672,30.0,38,5.018571428571426,351.29999999999984,1369.9359051880517,45312.0,165.4673219408307,0.0037651562550533755,0
495,495,OzaBagExecutorMAXChunk,elecNormNew,4,50,1375,1332.8985595703125,43947.0,32.97100067138672,30.0,38,5.018571428571426,351.29999999999984,1368.0333313205724,45312.0,165.4673219408307,0.0037651562550533755,0
496,496,OzaBagExecutorMAXChunk,elecNormNew,4,50,1375,1332.8985595703125,43947.0,32.97100067138672,30.0,38,5.018571428571426,351.29999999999984,1368.6531549219198,45312.0,165.4673219408307,0.0037651562550533755,0
497,497,OzaBagExecutorMAXChunk,elecNormNew,4,50,1375,1332.8985595703125,43947.0,32.97100067138672,30.0,38,5.018571428571426,351.29999999999984,1369.4390715667312,45312.0,165.4673219408307,0.0037651562550533755,0
340,340,OzaBagExecutorMAXChunk,elecNormNew,4,50,275,274.77520751953125,32945.0,119.89800262451172,93.0,126,4.109170305676855,940.9999999999999,274.38618116400704,32945.0,492.6813120946092,0.014954661165415365,0
341,341,OzaBagExecutorMAXChunk,elecNormNew,4,50,275,274.77520751953125,32945.0,119.89800262451172,93.0,126,4.109170305676855,940.9999999999999,274.38846643957123,32945.0,492.6813120946092,0.014954661165415365,0
342,342,OzaBagExecutorMAXChunk,elecNormNew,4,50,275,274.77520751953125,32945.0,119.89800262451172,93.0,126,4.109170305676855,940.9999999999999,274.399893388416,32945.0,492.6813120946092,0.014954661165415365,0
343,343,OzaBagExecutorMAXChunk,elecNormNew,4,50,275,274.77520751953125,32945.0,119.89800262451172,93.0,126,4.109170305676855,940.9999999999999,274.40217889239636,32945.0,492.6813120946092,0.014954661165415365,0
344,344,OzaBagExecutorMAXChunk,elecNormNew,4,50,275,274.77520751953125,32945.0,119.89800262451172,93.0,126,4.109170305676855,940.9999999999999,274.39532249466953,32945.0,492.6813120946092,0.014954661165415365,0
359,359,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,2075,1829.7901611328125,40453.0,22.107999801635746,1017.0,27,5.218000000000001,260.90000000000003,2053.010738072584,45312.0,115.35954296493534,0.002851693149208596,0
224,224,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,1152,1087.9432373046875,43051.0,39.57099914550781,1468.0,45,4.944736842105263,375.79999999999995,1139.6091647594376,45312.0,195.66817735370836,0.004545032109677089,0
472,472,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,230,229.90213012695312,27554.0,119.85099792480467,5017.0,126,4.1105726872246695,933.0999999999999,229.53824110095718,27554.0,492.65623860632263,0.017879663156214077,0
237,237,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,1941,1688.6268310546875,39524.0,23.4060001373291,278.0,28,5.261538461538461,273.59999999999997,1930.7993863985,45312.0,123.15156995333156,0.0031158680789730685,0
238,238,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,1941,1688.6268310546875,39524.0,23.4060001373291,278.0,28,5.261538461538461,273.59999999999997,1930.6348530038347,45312.0,123.15156995333156,0.0031158680789730685,0
239,239,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,1941,1688.6268310546875,39524.0,23.4060001373291,278.0,28,5.261538461538461,273.59999999999997,1931.6224742092252,45312.0,123.15156995333156,0.0031158680789730685,0
149,149,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,1078,1074.1768798828125,45312.0,42.18299865722656,368.0,48,4.723809523809523,396.79999999999995,1069.4359216426717,45312.0,199.26445079985115,0.004397608818852647,0
150,150,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,1078,1074.1768798828125,45312.0,42.18299865722656,368.0,48,4.723809523809523,396.79999999999995,1069.3349695568036,45312.0,199.26445079985115,0.004397608818852647,0
151,151,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,1078,1074.1768798828125,45312.0,42.18299865722656,368.0,48,4.723809523809523,396.79999999999995,1069.461162642498,45312.0,199.26445079985115,0.004397608818852647,0
33,33,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,215,214.90313720703125,25757.0,119.85399627685548,1320.0,125,4.081057268722466,926.3999999999999,214.5594188894257,25757.0,489.13102269109646,0.018990217132860834,0
34,34,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,215,214.90313720703125,25757.0,119.85399627685548,1320.0,125,4.081057268722466,926.3999999999999,214.56478095349166,25757.0,489.13102269109646,0.018990217132860834,0
35,35,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,215,214.90313720703125,25757.0,119.85399627685548,1320.0,125,4.081057268722466,926.3999999999999,214.56656836773794,25757.0,489.13102269109646,0.018990217132860834,0
414,414,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1882,1659.7374267578125,40081.0,24.14900016784668,29.0,30,5.319642857142857,297.9,1867.4579624134522,45312.0,128.46405625002726,0.003205111056361549,0
415,415,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1882,1659.7374267578125,40081.0,24.14900016784668,29.0,30,5.319642857142857,297.9,1867.6888833931,45312.0,128.46405625002726,0.003205111056361549,0
416,416,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1882,1659.7374267578125,40081.0,24.14900016784668,29.0,30,5.319642857142857,297.9,1867.4579624134522,45312.0,128.46405625002726,0.003205111056361549,0
417,417,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1882,1659.7374267578125,40081.0,24.14900016784668,29.0,30,5.319642857142857,297.9,1866.919368794034,45312.0,128.46405625002726,0.003205111056361549,0
418,418,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1882,1659.7374267578125,40081.0,24.14900016784668,29.0,30,5.319642857142857,297.9,1868.0738786279683,45312.0,128.46405625002726,0.003205111056361549,0
460,460,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1045,1043.0218505859375,45312.0,43.44300079345703,37.0,49,4.913333333333333,442.2,1039.9339025061965,45312.0,213.44994389851888,0.004710671431376211,0
461,461,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1045,1043.0218505859375,45312.0,43.44300079345703,37.0,49,4.913333333333333,442.2,1039.9816387422538,45312.0,213.44994389851888,0.004710671431376211,0
462,462,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1045,1043.0218505859375,45312.0,43.44300079345703,37.0,49,4.913333333333333,442.2,1040.0055085037527,45312.0,213.44994389851888,0.004710671431376211,0
463,463,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1045,1043.0218505859375,45312.0,43.44300079345703,37.0,49,4.913333333333333,442.2,1039.6952870451103,45312.0,213.44994389851888,0.004710671431376211,0
464,464,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1045,1043.0218505859375,45312.0,43.44300079345703,37.0,49,4.913333333333333,442.2,1039.9100360314874,45312.0,213.44994389851888,0.004710671431376211,0
351,351,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,209,204.87173461914065,24559.0,119.875,135.0,125,4.106880733944954,895.3,204.58161522762296,24559.0,492.3123279816514,0.020046106436811408,0
352,352,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,209,204.87173461914065,24559.0,119.875,135.0,125,4.106880733944954,895.3,204.58672797854084,24559.0,492.3123279816514,0.020046106436811408,0
353,353,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,209,204.87173461914065,24559.0,119.875,135.0,125,4.106880733944954,895.3,204.5986587245387,24559.0,492.3123279816514,0.020046106436811408,0
354,354,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,209,204.87173461914065,24559.0,119.875,135.0,125,4.106880733944954,895.3,204.5935453772972,24559.0,492.3123279816514,0.020046106436811408,0
355,355,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,209,204.87173461914065,24559.0,119.875,135.0,125,4.106880733944954,895.3,204.58672797854084,24559.0,492.3123279816514,0.020046106436811408,0
411,411,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,2154,1937.44970703125,40917.0,21.11899948120117,954.0,26,5.247916666666666,251.89999999999998,2129.423375158607,45312.0,110.83074936072028,0.0027086724188166355,0
219,219,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,1196,1157.344482421875,43949.0,37.9739990234375,1339.0,44,4.588888888888888,371.69999999999993,1187.4836207348394,45312.0,174.25846218532982,0.003965015408435455,0
320,320,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,239,234.89019775390625,28153.0,119.8560028076172,4814.0,126,4.0253275109170294,921.7999999999997,234.52234180800374,28153.0,482.45966545005024,0.017137060542395135,0
447,447,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,2714,2382.2724609375,40046.0,16.809999465942383,202.0,23,5.3279069767441865,229.10000000000002,2687.2257146245997,45312.0,89.56211343366047,0.0022364808828262616,0
448,448,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,2714,2382.2724609375,40046.0,16.809999465942383,202.0,23,5.3279069767441865,229.10000000000002,2687.385089852322,45312.0,89.56211343366047,0.0022364808828262616,0
449,449,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,2714,2382.2724609375,40046.0,16.809999465942383,202.0,23,5.3279069767441865,229.10000000000002,2687.544483985765,45312.0,89.56211343366047,0.0022364808828262616,0
419,419,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,1507,1397.189453125,42156.0,30.17200088500977,293.0,35,4.616923076923077,300.09999999999997,1497.2244250594767,45312.0,139.3018071629451,0.003304436074649993,0
420,420,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,1507,1397.189453125,42156.0,30.17200088500977,293.0,35,4.616923076923077,300.09999999999997,1497.323375850902,45312.0,139.3018071629451,0.003304436074649993,0
421,421,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,1507,1397.189453125,42156.0,30.17200088500977,293.0,35,4.616923076923077,300.09999999999997,1497.2244250594767,45312.0,139.3018071629451,0.003304436074649993,0
181,181,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,301,299.8247985839844,35940.0,119.87000274658205,939.0,126,4.022270742358078,921.0999999999999,299.3253935204464,35940.0,482.1496049339594,0.013415403587478001,0
182,182,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,301,299.8247985839844,35940.0,119.87000274658205,939.0,126,4.022270742358078,921.0999999999999,299.32788646528246,35940.0,482.1496049339594,0.013415403587478001,0
183,183,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,301,299.8247985839844,35940.0,119.87000274658205,939.0,126,4.022270742358078,921.0999999999999,299.34035181236675,35940.0,482.1496049339594,0.013415403587478001,0
144,144,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,2437,1985.31103515625,43250.0,21.78499984741211,25.0,27,5.064,253.2,2400.8901605468127,45312.0,110.31923922729493,0.0025507338549663567,0
145,145,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,2437,1985.31103515625,43250.0,21.78499984741211,25.0,27,5.064,253.2,2401.1446134280113,45312.0,110.31923922729493,0.0025507338549663567,0
146,146,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,2437,1985.31103515625,43250.0,21.78499984741211,25.0,27,5.064,253.2,2401.2718600953895,45312.0,110.31923922729493,0.0025507338549663567,0
147,147,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,2437,1985.31103515625,43250.0,21.78499984741211,25.0,27,5.064,253.2,2400.8901605468127,45312.0,110.31923922729493,0.0025507338549663567,0
148,148,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,2437,1985.31103515625,43250.0,21.78499984741211,25.0,27,5.064,253.2,2401.1446134280113,45312.0,110.31923922729493,0.0025507338549663567,0
332,332,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,1354,1351.4271240234375,45312.0,33.52899932861328,27.0,39,4.901388888888889,352.9,1344.2107449049215,45312.0,164.33866476482814,0.003626824345975197,0
333,333,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,1354,1351.4271240234375,45312.0,33.52899932861328,27.0,39,4.901388888888889,352.9,1343.4535104364327,45312.0,164.33866476482814,0.003626824345975197,0
334,334,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,1354,1351.4271240234375,45312.0,33.52899932861328,27.0,39,4.901388888888889,352.9,1345.3681710213777,45312.0,164.33866476482814,0.003626824345975197,0
335,335,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,1354,1351.4271240234375,45312.0,33.52899932861328,27.0,39,4.901388888888889,352.9,1344.6894382289224,45312.0,164.33866476482814,0.003626824345975197,0
336,336,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,1354,1351.4271240234375,45312.0,33.52899932861328,27.0,39,4.901388888888889,352.9,1346.0076045627377,45312.0,164.33866476482814,0.003626824345975197,0
300,300,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,270,269.8108215332031,32346.0,119.88400268554688,99.0,125,4.104845814977973,931.8,269.4040727939033,32346.0,492.1053467065752,0.015213792948326692,0
301,301,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,270,269.8108215332031,32346.0,119.88400268554688,99.0,125,4.104845814977973,931.8,269.4085605057345,32346.0,492.1053467065752,0.015213792948326692,0
302,302,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,270,269.8108215332031,32346.0,119.88400268554688,99.0,125,4.104845814977973,931.8,269.4130483670801,32346.0,492.1053467065752,0.015213792948326692,0
303,303,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,270,269.8108215332031,32346.0,119.88400268554688,99.0,125,4.104845814977973,931.8,269.4063166311301,32346.0,492.1053467065752,0.015213792948326692,0
304,304,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,270,269.8108215332031,32346.0,119.88400268554688,99.0,125,4.104845814977973,931.8,269.4130483670801,32346.0,492.1053467065752,0.015213792948326692,0
390,390,LBagExecutorMAXChunk,elecNormNew,4,2000,983,832.1556396484375,38627.0,46.417999267578125,2308.0,52,5.427368421052631,515.6,973.0286892286549,45312.0,251.92758339329768,0.0065220592692494285,0
104,104,LBagExecutorMAXChunk,elecNormNew,4,2000,546,520.30126953125,43313.0,83.24600219726562,3016.0,89,4.738271604938271,767.5999999999999,543.0749316841651,45312.0,394.4421684359326,0.009106784762910273,0
230,230,LBagExecutorMAXChunk,elecNormNew,4,2000,109,104.98948669433594,12579.0,119.81199645996094,11398.0,126,4.183842794759825,958.0999999999999,104.82412646561278,12579.0,501.2745581147973,0.03985011194171216,0
254,254,LBagExecutorMAXChunk,elecNormNew,4,500,1017,933.0653076171876,41778.0,44.775001525878906,509.0,51,5.602127659574468,526.6,1007.3362678404695,45312.0,250.83527450561525,0.006004003889741377,0
255,255,LBagExecutorMAXChunk,elecNormNew,4,500,1017,933.0653076171876,41778.0,44.775001525878906,509.0,51,5.602127659574468,526.6,1007.5378560469616,45312.0,250.83527450561525,0.006004003889741377,0
256,256,LBagExecutorMAXChunk,elecNormNew,4,500,1017,933.0653076171876,41778.0,44.775001525878906,509.0,51,5.602127659574468,526.6,1007.6947026642351,45312.0,250.83527450561525,0.006004003889741377,0
216,216,LBagExecutorMAXChunk,elecNormNew,4,500,565,558.3594970703125,44805.0,80.24400329589844,705.0,85,4.80516129032258,744.8,563.3788807519676,45312.0,385.58537841796874,0.008605856007543104,0
217,217,LBagExecutorMAXChunk,elecNormNew,4,500,565,558.3594970703125,44805.0,80.24400329589844,705.0,85,4.80516129032258,744.8,563.4349237139553,45312.0,385.58537841796874,0.008605856007543104,0
218,218,LBagExecutorMAXChunk,elecNormNew,4,500,565,558.3594970703125,44805.0,80.24400329589844,705.0,85,4.80516129032258,744.8,563.3718761656098,45312.0,385.58537841796874,0.008605856007543104,0
153,153,LBagExecutorMAXChunk,elecNormNew,4,500,113,109.81858825683594,13179.0,120.00700378417967,2705.0,126,4.151315789473683,946.4999999999998,109.81697171381032,13200.0,498.1869696566931,0.03780157596605912,0
154,154,LBagExecutorMAXChunk,elecNormNew,4,500,113,109.81858825683594,13179.0,120.00700378417967,2705.0,126,4.151315789473683,946.4999999999998,109.81483641939302,13178.0,498.1869696566931,0.03780157596605912,0
155,155,LBagExecutorMAXChunk,elecNormNew,4,500,113,109.81858825683594,13179.0,120.00700378417967,2705.0,126,4.151315789473683,946.4999999999998,109.81697171381032,13200.0,498.1869696566931,0.03780157596605912,0
277,277,LBagExecutorMAXChunk,elecNormNew,4,50,946,925.7431030273438,44444.0,48.00899887084961,50.0,53,5.647422680412371,547.8,940.356120034865,45312.0,271.12710908712796,0.006100420958669966,0
278,278,LBagExecutorMAXChunk,elecNormNew,4,50,946,925.7431030273438,44444.0,48.00899887084961,50.0,53,5.647422680412371,547.8,940.356120034865,45312.0,271.12710908712796,0.006100420958669966,0
279,279,LBagExecutorMAXChunk,elecNormNew,4,50,946,925.7431030273438,44444.0,48.00899887084961,50.0,53,5.647422680412371,547.8,940.4341870408035,45312.0,271.12710908712796,0.006100420958669966,0
280,280,LBagExecutorMAXChunk,elecNormNew,4,50,946,925.7431030273438,44444.0,48.00899887084961,50.0,53,5.647422680412371,547.8,940.3756355712358,45312.0,271.12710908712796,0.006100420958669966,0
281,281,LBagExecutorMAXChunk,elecNormNew,4,50,946,925.7431030273438,44444.0,48.00899887084961,50.0,53,5.647422680412371,547.8,940.4341870408035,45312.0,271.12710908712796,0.006100420958669966,0
266,266,LBagExecutorMAXChunk,elecNormNew,4,50,526,524.0502319335938,45312.0,86.46499633789062,66.0,92,4.7371257485029945,791.1000000000001,523.088289619505,45312.0,409.5955604964388,0.009039450046266747,0
267,267,LBagExecutorMAXChunk,elecNormNew,4,50,526,524.0502319335938,45312.0,86.46499633789062,66.0,92,4.7371257485029945,791.1000000000001,523.0701744259873,45312.0,409.5955604964388,0.009039450046266747,0
268,268,LBagExecutorMAXChunk,elecNormNew,4,50,526,524.0502319335938,45312.0,86.46499633789062,66.0,92,4.7371257485029945,791.1000000000001,523.0641363069677,45312.0,409.5955604964388,0.009039450046266747,0
269,269,LBagExecutorMAXChunk,elecNormNew,4,50,526,524.0502319335938,45312.0,86.46499633789062,66.0,92,4.7371257485029945,791.1000000000001,523.0279105201191,45312.0,409.5955604964388,0.009039450046266747,0
270,270,LBagExecutorMAXChunk,elecNormNew,4,50,526,524.0502319335938,45312.0,86.46499633789062,66.0,92,4.7371257485029945,791.1000000000001,523.0339478028003,45312.0,409.5955604964388,0.009039450046266747,0
